,Transported,CryoSleep,Age,VIP,,Transported',,VIP,Age,CryoSleep,B_0
4955,1,0,35,0,,"0,267090867",FALSE,,,,
4956,1,0,26,0,,"0,1984103584",FALSE,,,,
4957,1,1,0,0,,0,FALSE,,,,
4958,1,0,42,0,,"0,3205090404",TRUE,,,,
4959,1,0,36,0,,"0,2747220347",FALSE,,,,
4962,1,0,25,0,,"0,1907791907",FALSE,,,,
4963,1,1,32,0,,"0,2441973641",FALSE,,,,
4964,1,1,14,0,,"0,1068363468",FALSE,,,,
4965,1,1,16,0,,"0,1220986821",FALSE,,,,
4966,1,1,51,0,,"0,3891895491",TRUE,,,,
4967,1,1,21,0,,"0,1602545202",FALSE,,,,
4968,1,1,31,0,,"0,2365661965",FALSE,,,,
4970,1,0,7,0,,"0,0534181734",FALSE,,,,
4971,1,0,3,0,,"0,02289350289",FALSE,,,,
4972,1,1,2,0,,"0,01526233526",FALSE,,,,
4975,1,1,33,0,,"0,2518285318",FALSE,,,,
4976,1,0,23,0,,"0,1755168555",FALSE,,,,
4977,1,1,13,0,,"0,09920517918",FALSE,,,,
4979,1,1,27,0,,"0,206041526",FALSE,,,,
4980,1,0,23,0,,"0,1755168555",FALSE,,,,
4981,1,0,25,1,,"0,235551313",FALSE,,,,
4983,1,1,23,0,,"0,1755168555",FALSE,,,,
4984,1,1,31,0,,"0,2365661965",FALSE,,,,
4986,1,1,22,0,,"0,1678856878",FALSE,,,,
4987,1,1,38,0,,"0,2899843699",FALSE,,,,
4988,1,0,21,0,,"0,1602545202",FALSE,,,,
4989,1,1,28,0,,"0,2136726936",FALSE,,,,
4991,1,0,20,0,,"0,1526233526",FALSE,,,,
4993,1,0,48,0,,"0,3662960462",TRUE,,,,
4994,1,1,15,0,,"0,1144675144",FALSE,,,,
4995,1,0,30,0,,"0,2289350289",FALSE,,,,
4996,1,0,40,0,,"0,3052467052",FALSE,,,,
4998,1,1,20,0,,"0,1526233526",FALSE,,,,
5001,1,1,38,0,,"0,2899843699",FALSE,,,,
5004,1,0,21,0,,"0,1602545202",FALSE,,,,
5006,1,0,26,0,,"0,1984103584",FALSE,,,,
5009,1,1,13,0,,"0,09920517918",FALSE,,,,
5010,1,0,39,0,,"0,2976155375",FALSE,,,,
5013,1,0,27,0,,"0,206041526",FALSE,,,,
5014,1,1,21,0,,"0,1602545202",FALSE,,,,
5017,1,1,38,0,,"0,2899843699",FALSE,,,,
5018,1,0,18,0,,"0,1373610173",FALSE,,,,
5019,1,1,35,0,,"0,267090867",FALSE,,,,
5020,1,1,37,0,,"0,2823532023",FALSE,,,,
5022,1,1,31,0,,"0,2365661965",FALSE,,,,
5023,1,1,4,0,,"0,03052467052",FALSE,,,,
5024,1,0,34,0,,"0,2594596994",FALSE,,,,
5025,1,0,46,0,,"0,3510337109",TRUE,,,,
5028,1,0,29,0,,"0,2213038612",FALSE,,,,
5029,1,1,13,0,,"0,09920517918",FALSE,,,,
5030,1,1,26,0,,"0,1984103584",FALSE,,,,
5035,1,0,34,1,,"0,3042318217",FALSE,,,,
5036,1,0,26,0,,"0,1984103584",FALSE,,,,
5039,1,1,10,0,,"0,07631167629",FALSE,,,,
5040,1,0,27,0,,"0,206041526",FALSE,,,,
5042,1,1,24,0,,"0,1831480231",FALSE,,,,
5043,1,1,20,0,,"0,1526233526",FALSE,,,,
5044,1,0,48,0,,"0,3662960462",TRUE,,,,
5046,1,0,14,0,,"0,1068363468",FALSE,,,,
5047,1,0,28,0,,"0,2136726936",FALSE,,,,
5049,1,1,42,0,,"0,3205090404",TRUE,,,,
5050,1,1,8,0,,"0,06104934103",FALSE,,,,
5051,1,1,30,0,,"0,2289350289",FALSE,,,,
5060,1,1,23,0,,"0,1755168555",FALSE,,,,
5061,1,0,16,0,,"0,1220986821",FALSE,,,,
5066,1,1,20,0,,"0,1526233526",FALSE,,,,
5068,1,0,0,0,,0,FALSE,,,,
5070,1,1,18,0,,"0,1373610173",FALSE,,,,
5071,1,0,0,0,,0,FALSE,,,,
5073,1,0,39,0,,"0,2976155375",FALSE,,,,
5075,1,1,26,0,,"0,1984103584",FALSE,,,,
5077,1,0,28,0,,"0,2136726936",FALSE,,,,
5081,1,1,18,0,,"0,1373610173",FALSE,,,,
5085,1,0,33,0,,"0,2518285318",FALSE,,,,
5086,1,1,27,1,,"0,2508136483",FALSE,,,,
5089,1,0,44,0,,"0,3357713757",TRUE,,,,
5091,1,1,7,0,,"0,0534181734",FALSE,,,,
5094,1,1,24,0,,"0,1831480231",FALSE,,,,
5097,1,1,32,0,,"0,2441973641",FALSE,,,,
5098,1,1,17,0,,"0,1297298497",FALSE,,,,
5099,1,1,36,0,,"0,2747220347",FALSE,,,,
5100,1,1,16,0,,"0,1220986821",FALSE,,,,
5101,1,0,21,0,,"0,1602545202",FALSE,,,,
5102,1,1,24,0,,"0,1831480231",FALSE,,,,
5110,1,0,21,0,,"0,1602545202",FALSE,,,,
5113,1,1,6,0,,"0,04578700578",FALSE,,,,
5114,1,1,41,0,,"0,3128778728",TRUE,,,,
5116,1,0,6,0,,"0,04578700578",FALSE,,,,
5120,1,1,32,1,,"0,2889694864",FALSE,,,,
5121,1,1,31,0,,"0,2365661965",FALSE,,,,
5124,1,0,37,0,,"0,2823532023",FALSE,,,,
5125,1,1,21,0,,"0,1602545202",FALSE,,,,
5127,1,0,49,0,,"0,3739272138",TRUE,,,,
5128,1,0,17,0,,"0,1297298497",FALSE,,,,
5130,1,1,36,0,,"0,2747220347",FALSE,,,,
5133,1,1,45,0,,"0,3434025433",TRUE,,,,
5135,1,1,24,0,,"0,1831480231",FALSE,,,,
5136,1,1,28,0,,"0,2136726936",FALSE,,,,
5137,1,0,15,0,,"0,1144675144",FALSE,,,,
5139,1,1,51,0,,"0,3891895491",TRUE,,,,
5140,1,1,14,0,,"0,1068363468",FALSE,,,,
5145,1,0,22,0,,"0,1678856878",FALSE,,,,
5146,1,1,22,0,,"0,1678856878",FALSE,,,,
5147,1,1,13,0,,"0,09920517918",FALSE,,,,
5148,1,0,28,0,,"0,2136726936",FALSE,,,,
5149,1,1,40,0,,"0,3052467052",FALSE,,,,
5151,1,0,35,0,,"0,267090867",FALSE,,,,
5153,1,1,37,0,,"0,2823532023",FALSE,,,,
5156,1,0,27,0,,"0,206041526",FALSE,,,,
5157,1,1,20,0,,"0,1526233526",FALSE,,,,
5158,1,1,15,0,,"0,1144675144",FALSE,,,,
5161,1,0,27,0,,"0,206041526",FALSE,,,,
5162,1,1,18,0,,"0,1373610173",FALSE,,,,
5163,1,1,2,0,,"0,01526233526",FALSE,,,,
5164,1,0,27,0,,"0,206041526",FALSE,,,,
5165,1,0,0,0,,0,FALSE,,,,
5168,1,0,56,0,,"0,4273453872",TRUE,,,,
5170,1,0,42,0,,"0,3205090404",TRUE,,,,
5171,1,0,20,0,,"0,1526233526",FALSE,,,,
5172,1,0,27,0,,"0,206041526",FALSE,,,,
5174,1,0,36,0,,"0,2747220347",FALSE,,,,
5176,1,1,64,0,,"0,4883947283",TRUE,,,,
5180,1,1,0,0,,0,FALSE,,,,
5184,1,1,44,0,,"0,3357713757",TRUE,,,,
5186,1,1,33,0,,"0,2518285318",FALSE,,,,
5187,1,0,20,1,,"0,1973954749",FALSE,,,,
5188,1,0,0,0,,0,FALSE,,,,
5189,1,0,4,0,,"0,03052467052",FALSE,,,,
5190,1,1,20,0,,"0,1526233526",FALSE,,,,
5192,1,1,47,0,,"0,3586648786",TRUE,,,,
5193,1,1,17,0,,"0,1297298497",FALSE,,,,
5195,1,0,21,0,,"0,1602545202",FALSE,,,,
5196,1,1,20,0,,"0,1526233526",FALSE,,,,
5197,1,1,26,0,,"0,1984103584",FALSE,,,,
5199,1,0,34,0,,"0,2594596994",FALSE,,,,
5200,1,1,11,0,,"0,08394284392",FALSE,,,,
5201,1,1,0,0,,0,FALSE,,,,
5203,1,0,33,0,,"0,2518285318",FALSE,,,,
5204,1,1,22,0,,"0,1678856878",FALSE,,,,
5206,1,1,11,0,,"0,08394284392",FALSE,,,,
5208,1,0,43,1,,"0,3729123303",TRUE,,,,
5210,1,1,37,0,,"0,2823532023",FALSE,,,,
5211,1,1,23,0,,"0,1755168555",FALSE,,,,
5213,1,1,29,0,,"0,2213038612",FALSE,,,,
5217,1,1,26,0,,"0,1984103584",FALSE,,,,
5220,1,1,29,1,,"0,2660759835",FALSE,,,,
5222,1,0,26,0,,"0,1984103584",FALSE,,,,
5223,1,1,19,0,,"0,144992185",FALSE,,,,
5227,1,1,34,0,,"0,2594596994",FALSE,,,,
5228,1,1,18,0,,"0,1373610173",FALSE,,,,
5229,1,1,36,0,,"0,2747220347",FALSE,,,,
5230,1,1,27,0,,"0,206041526",FALSE,,,,
5232,1,0,52,0,,"0,3968207167",TRUE,,,,
5234,1,0,34,0,,"0,2594596994",FALSE,,,,
5237,1,0,26,0,,"0,1984103584",FALSE,,,,
5239,1,1,53,0,,"0,4044518844",TRUE,,,,
5243,1,0,19,0,,"0,144992185",FALSE,,,,
5245,1,1,3,0,,"0,02289350289",FALSE,,,,
5246,1,0,6,0,,"0,04578700578",FALSE,,,,
5247,1,0,4,0,,"0,03052467052",FALSE,,,,
5248,1,0,21,0,,"0,1602545202",FALSE,,,,
5249,1,1,8,0,,"0,06104934103",FALSE,,,,
5250,1,1,35,0,,"0,267090867",FALSE,,,,
5251,1,0,18,0,,"0,1373610173",FALSE,,,,
5253,1,1,45,0,,"0,3434025433",TRUE,,,,
5254,1,0,31,0,,"0,2365661965",FALSE,,,,
5255,1,0,14,0,,"0,1068363468",FALSE,,,,
5257,1,1,61,0,,"0,4655012254",TRUE,,,,
5259,1,1,28,0,,"0,2136726936",FALSE,,,,
5261,1,0,32,0,,"0,2441973641",FALSE,,,,
5262,1,1,49,0,,"0,3739272138",TRUE,,,,
5263,1,1,20,0,,"0,1526233526",FALSE,,,,
5264,1,0,25,0,,"0,1907791907",FALSE,,,,
5265,1,0,19,0,,"0,144992185",FALSE,,,,
5266,1,1,28,0,,"0,2136726936",FALSE,,,,
5267,1,0,68,0,,"0,5189193988",TRUE,,,,
5268,1,1,16,0,,"0,1220986821",FALSE,,,,
5272,1,1,26,0,,"0,1984103584",FALSE,,,,
5274,1,1,23,0,,"0,1755168555",FALSE,,,,
5277,1,1,28,0,,"0,2136726936",FALSE,,,,
5280,1,0,22,0,,"0,1678856878",FALSE,,,,
5281,1,1,27,0,,"0,206041526",FALSE,,,,
5282,1,1,35,0,,"0,267090867",FALSE,,,,
5283,1,1,37,0,,"0,2823532023",FALSE,,,,
5284,1,0,24,0,,"0,1831480231",FALSE,,,,
5288,1,0,24,0,,"0,1831480231",FALSE,,,,
5289,1,1,39,0,,"0,2976155375",FALSE,,,,
5290,1,1,35,0,,"0,267090867",FALSE,,,,
5291,1,0,52,0,,"0,3968207167",TRUE,,,,
5296,1,0,26,0,,"0,1984103584",FALSE,,,,
5301,1,0,43,0,,"0,3281402081",TRUE,,,,
5303,1,1,14,0,,"0,1068363468",FALSE,,,,
5305,1,0,33,0,,"0,2518285318",FALSE,,,,
5308,1,0,29,0,,"0,2213038612",FALSE,,,,
5311,1,1,18,0,,"0,1373610173",FALSE,,,,
5312,1,1,35,0,,"0,267090867",FALSE,,,,
5313,1,1,20,0,,"0,1526233526",FALSE,,,,
5314,1,0,18,0,,"0,1373610173",FALSE,,,,
5315,1,1,66,0,,"0,5036570635",TRUE,,,,
5316,1,1,33,0,,"0,2518285318",FALSE,,,,
5317,1,1,48,0,,"0,3662960462",TRUE,,,,
5319,1,1,62,0,,"0,473132393",TRUE,,,,
5324,1,0,20,0,,"0,1526233526",FALSE,,,,
5327,1,0,45,0,,"0,3434025433",TRUE,,,,
5328,1,1,39,0,,"0,2976155375",FALSE,,,,
5329,1,1,33,0,,"0,2518285318",FALSE,,,,
5331,1,0,26,0,,"0,1984103584",FALSE,,,,
5332,1,1,47,0,,"0,3586648786",TRUE,,,,
5333,1,1,27,0,,"0,206041526",FALSE,,,,
5334,1,1,28,0,,"0,2136726936",FALSE,,,,
5335,1,1,22,0,,"0,1678856878",FALSE,,,,
5336,1,1,17,0,,"0,1297298497",FALSE,,,,
5337,1,0,16,0,,"0,1220986821",FALSE,,,,
5338,1,0,9,0,,"0,06868050866",FALSE,,,,
5339,1,0,15,0,,"0,1144675144",FALSE,,,,
5340,1,0,33,0,,"0,2518285318",FALSE,,,,
5341,1,0,61,0,,"0,4655012254",TRUE,,,,
5343,1,1,61,0,,"0,4655012254",TRUE,,,,
5344,1,0,42,0,,"0,3205090404",TRUE,,,,
5346,1,0,12,0,,"0,09157401155",FALSE,,,,
5347,1,0,0,1,,"0,04477212229",FALSE,,,,
5348,1,1,19,0,,"0,144992185",FALSE,,,,
5349,1,1,27,0,,"0,206041526",FALSE,,,,
5350,1,0,29,0,,"0,2213038612",FALSE,,,,
5351,1,0,59,0,,"0,4502388901",TRUE,,,,
5352,1,1,20,0,,"0,1526233526",FALSE,,,,
5353,1,0,70,0,,"0,534181734",TRUE,,,,
5355,1,1,37,0,,"0,2823532023",FALSE,,,,
5359,1,1,20,0,,"0,1526233526",FALSE,,,,
5360,1,0,24,0,,"0,1831480231",FALSE,,,,
5361,1,1,27,0,,"0,206041526",FALSE,,,,
5364,1,1,29,0,,"0,2213038612",FALSE,,,,
5367,1,0,34,0,,"0,2594596994",FALSE,,,,
5369,1,1,27,0,,"0,206041526",FALSE,,,,
5371,1,0,39,0,,"0,2976155375",FALSE,,,,
5372,1,0,35,0,,"0,267090867",FALSE,,,,
5373,1,1,18,0,,"0,1373610173",FALSE,,,,
5374,1,1,20,0,,"0,1526233526",FALSE,,,,
5378,1,0,23,0,,"0,1755168555",FALSE,,,,
5384,1,0,23,0,,"0,1755168555",FALSE,,,,
5389,1,1,19,0,,"0,144992185",FALSE,,,,
5394,1,1,22,0,,"0,1678856878",FALSE,,,,
5395,1,1,55,0,,"0,4197142196",TRUE,,,,
5398,1,0,25,0,,"0,1907791907",FALSE,,,,
5400,1,1,33,0,,"0,2518285318",FALSE,,,,
5401,1,1,54,0,,"0,412083052",TRUE,,,,
5402,1,1,22,0,,"0,1678856878",FALSE,,,,
5403,1,1,22,0,,"0,1678856878",FALSE,,,,
5404,1,1,19,0,,"0,144992185",FALSE,,,,
5405,1,0,47,0,,"0,3586648786",TRUE,,,,
5407,1,1,61,0,,"0,4655012254",TRUE,,,,
5411,1,0,15,0,,"0,1144675144",FALSE,,,,
5412,1,0,33,0,,"0,2518285318",FALSE,,,,
5413,1,1,35,0,,"0,267090867",FALSE,,,,
5414,1,1,21,0,,"0,1602545202",FALSE,,,,
5416,1,0,43,0,,"0,3281402081",TRUE,,,,
5419,1,0,27,0,,"0,206041526",FALSE,,,,
5421,1,0,46,0,,"0,3510337109",TRUE,,,,
5423,1,1,59,0,,"0,4502388901",TRUE,,,,
5425,1,0,19,0,,"0,144992185",FALSE,,,,
5427,1,1,39,0,,"0,2976155375",FALSE,,,,
5429,1,0,44,0,,"0,3357713757",TRUE,,,,
5436,1,0,46,0,,"0,3510337109",TRUE,,,,
5437,1,1,28,0,,"0,2136726936",FALSE,,,,
5438,1,0,31,0,,"0,2365661965",FALSE,,,,
5440,1,0,46,0,,"0,3510337109",TRUE,,,,
5441,1,1,0,0,,0,FALSE,,,,
5442,1,0,3,0,,"0,02289350289",FALSE,,,,
5443,1,1,12,0,,"0,09157401155",FALSE,,,,
5444,1,1,2,0,,"0,01526233526",FALSE,,,,
5445,1,1,41,0,,"0,3128778728",TRUE,,,,
5446,1,1,11,0,,"0,08394284392",FALSE,,,,
5447,1,1,41,0,,"0,3128778728",TRUE,,,,
5449,1,1,21,0,,"0,1602545202",FALSE,,,,
5450,1,1,21,0,,"0,1602545202",FALSE,,,,
5451,1,0,27,0,,"0,206041526",FALSE,,,,
5452,1,1,54,0,,"0,412083052",TRUE,,,,
5454,1,1,39,0,,"0,2976155375",FALSE,,,,
5455,1,0,31,0,,"0,2365661965",FALSE,,,,
5456,1,1,28,0,,"0,2136726936",FALSE,,,,
5458,1,1,29,0,,"0,2213038612",FALSE,,,,
5459,1,1,45,0,,"0,3434025433",TRUE,,,,
5461,1,1,12,0,,"0,09157401155",FALSE,,,,
5462,1,1,18,0,,"0,1373610173",FALSE,,,,
5463,1,1,20,0,,"0,1526233526",FALSE,,,,
5464,1,0,43,0,,"0,3281402081",TRUE,,,,
5465,1,1,46,0,,"0,3510337109",TRUE,,,,
5466,1,0,53,0,,"0,4044518844",TRUE,,,,
5471,1,1,52,0,,"0,3968207167",TRUE,,,,
5472,1,1,31,0,,"0,2365661965",FALSE,,,,
5474,1,1,27,0,,"0,206041526",FALSE,,,,
5476,1,1,28,0,,"0,2136726936",FALSE,,,,
5477,1,1,27,0,,"0,206041526",FALSE,,,,
5478,1,1,58,0,,"0,4426077225",TRUE,,,,
5479,1,0,24,1,,"0,2279201454",FALSE,,,,
5482,1,0,28,0,,"0,2136726936",FALSE,,,,
5485,1,0,36,0,,"0,2747220347",FALSE,,,,
5486,1,1,64,0,,"0,4883947283",TRUE,,,,
5487,1,0,41,0,,"0,3128778728",TRUE,,,,
5488,1,1,27,0,,"0,206041526",FALSE,,,,
5489,1,1,27,0,,"0,206041526",FALSE,,,,
5491,1,0,22,0,,"0,1678856878",FALSE,,,,
5492,1,0,23,0,,"0,1755168555",FALSE,,,,
5494,1,1,2,0,,"0,01526233526",FALSE,,,,
5495,1,0,0,0,,0,FALSE,,,,
5496,1,0,27,0,,"0,206041526",FALSE,,,,
5497,1,0,0,0,,0,FALSE,,,,
5501,1,1,14,0,,"0,1068363468",FALSE,,,,
5502,1,0,24,0,,"0,1831480231",FALSE,,,,
5503,1,1,51,0,,"0,3891895491",TRUE,,,,
5505,1,0,52,0,,"0,3968207167",TRUE,,,,
5506,1,1,35,0,,"0,267090867",FALSE,,,,
5507,1,1,22,0,,"0,1678856878",FALSE,,,,
5509,1,1,47,0,,"0,3586648786",TRUE,,,,
5510,1,1,25,0,,"0,1907791907",FALSE,,,,
5511,1,1,11,0,,"0,08394284392",FALSE,,,,
5513,1,0,41,1,,"0,3576499951",TRUE,,,,
5514,1,0,55,0,,"0,4197142196",TRUE,,,,
5515,1,0,29,0,,"0,2213038612",FALSE,,,,
5517,1,1,23,0,,"0,1755168555",FALSE,,,,
5520,1,0,25,0,,"0,1907791907",FALSE,,,,
5523,1,0,50,0,,"0,3815583815",TRUE,,,,
5528,1,1,27,0,,"0,206041526",FALSE,,,,
5529,1,1,19,0,,"0,144992185",FALSE,,,,
5530,1,1,18,0,,"0,1373610173",FALSE,,,,
5531,1,1,25,0,,"0,1907791907",FALSE,,,,
5532,1,1,41,0,,"0,3128778728",TRUE,,,,
5533,1,1,62,0,,"0,473132393",TRUE,,,,
5534,1,1,30,0,,"0,2289350289",FALSE,,,,
5535,1,1,6,1,,"0,09055912807",FALSE,,,,
5539,1,0,23,0,,"0,1755168555",FALSE,,,,
5541,1,1,63,0,,"0,4807635606",TRUE,,,,
5542,1,0,42,0,,"0,3205090404",TRUE,,,,
5543,1,0,19,0,,"0,144992185",FALSE,,,,
5544,1,1,5,0,,"0,03815583815",FALSE,,,,
5545,1,1,2,0,,"0,01526233526",FALSE,,,,
5546,1,1,15,0,,"0,1144675144",FALSE,,,,
5549,1,0,19,0,,"0,144992185",FALSE,,,,
5550,1,0,26,0,,"0,1984103584",FALSE,,,,
5552,1,1,38,0,,"0,2899843699",FALSE,,,,
5555,1,1,30,0,,"0,2289350289",FALSE,,,,
5558,1,0,16,0,,"0,1220986821",FALSE,,,,
5562,1,1,46,0,,"0,3510337109",TRUE,,,,
5564,1,1,17,0,,"0,1297298497",FALSE,,,,
5567,1,0,20,0,,"0,1526233526",FALSE,,,,
5568,1,1,24,0,,"0,1831480231",FALSE,,,,
5570,1,1,19,0,,"0,144992185",FALSE,,,,
5573,1,0,29,0,,"0,2213038612",FALSE,,,,
5574,1,0,14,0,,"0,1068363468",FALSE,,,,
5575,1,1,27,0,,"0,206041526",FALSE,,,,
5577,1,0,27,0,,"0,206041526",FALSE,,,,
5578,1,1,32,0,,"0,2441973641",FALSE,,,,
5579,1,1,7,0,,"0,0534181734",FALSE,,,,
5580,1,1,34,0,,"0,2594596994",FALSE,,,,
5581,1,0,47,0,,"0,3586648786",TRUE,,,,
5583,1,1,52,0,,"0,3968207167",TRUE,,,,
5585,1,1,18,0,,"0,1373610173",FALSE,,,,
5588,1,1,22,0,,"0,1678856878",FALSE,,,,
5594,1,1,17,0,,"0,1297298497",FALSE,,,,
5595,1,1,15,0,,"0,1144675144",FALSE,,,,
5598,1,1,34,0,,"0,2594596994",FALSE,,,,
5599,1,0,28,0,,"0,2136726936",FALSE,,,,
5600,1,0,29,0,,"0,2213038612",FALSE,,,,
5601,1,1,25,0,,"0,1907791907",FALSE,,,,
5603,1,0,22,0,,"0,1678856878",FALSE,,,,
5604,1,1,38,0,,"0,2899843699",FALSE,,,,
5605,1,0,38,0,,"0,2899843699",FALSE,,,,
5608,1,1,0,0,,0,FALSE,,,,
5610,1,0,2,0,,"0,01526233526",FALSE,,,,
5611,1,1,40,0,,"0,3052467052",FALSE,,,,
5613,1,0,34,0,,"0,2594596994",FALSE,,,,
5615,1,1,21,0,,"0,1602545202",FALSE,,,,
5616,1,1,43,0,,"0,3281402081",TRUE,,,,
5618,1,0,28,0,,"0,2136726936",FALSE,,,,
5620,1,0,27,0,,"0,206041526",FALSE,,,,
5622,1,0,19,0,,"0,144992185",FALSE,,,,
5624,1,0,2,0,,"0,01526233526",FALSE,,,,
5625,1,0,0,0,,0,FALSE,,,,
5627,1,1,47,0,,"0,3586648786",TRUE,,,,
5628,1,0,38,0,,"0,2899843699",FALSE,,,,
5630,1,0,24,0,,"0,1831480231",FALSE,,,,
5631,1,1,25,0,,"0,1907791907",FALSE,,,,
5632,1,0,29,0,,"0,2213038612",FALSE,,,,
5635,1,1,23,0,,"0,1755168555",FALSE,,,,
5636,1,0,26,0,,"0,1984103584",FALSE,,,,
5637,1,1,20,0,,"0,1526233526",FALSE,,,,
5638,1,1,27,0,,"0,206041526",FALSE,,,,
5640,1,1,33,0,,"0,2518285318",FALSE,,,,
5641,1,0,30,0,,"0,2289350289",FALSE,,,,
5642,1,0,32,0,,"0,2441973641",FALSE,,,,
5647,1,1,21,0,,"0,1602545202",FALSE,,,,
5649,1,1,26,0,,"0,1984103584",FALSE,,,,
5650,1,1,44,0,,"0,3357713757",TRUE,,,,
5651,1,0,24,1,,"0,2279201454",FALSE,,,,
5652,1,1,15,0,,"0,1144675144",FALSE,,,,
5655,1,1,19,0,,"0,144992185",FALSE,,,,
5656,1,0,25,0,,"0,1907791907",FALSE,,,,
5659,1,1,34,0,,"0,2594596994",FALSE,,,,
5660,1,1,13,0,,"0,09920517918",FALSE,,,,
5661,1,0,27,0,,"0,206041526",FALSE,,,,
5670,1,1,16,0,,"0,1220986821",FALSE,,,,
5672,1,0,41,0,,"0,3128778728",TRUE,,,,
5673,1,0,36,0,,"0,2747220347",FALSE,,,,
5676,1,0,11,0,,"0,08394284392",FALSE,,,,
5677,1,0,26,1,,"0,2431824807",FALSE,,,,
5678,1,0,28,0,,"0,2136726936",FALSE,,,,
5680,1,0,5,0,,"0,03815583815",FALSE,,,,
5681,1,1,27,0,,"0,206041526",FALSE,,,,
5682,1,0,13,0,,"0,09920517918",FALSE,,,,
5683,1,0,30,0,,"0,2289350289",FALSE,,,,
5684,1,1,15,0,,"0,1144675144",FALSE,,,,
5685,1,1,0,0,,0,FALSE,,,,
5686,1,0,49,0,,"0,3739272138",TRUE,,,,
5687,1,0,52,0,,"0,3968207167",TRUE,,,,
5688,1,1,15,0,,"0,1144675144",FALSE,,,,
5690,1,1,0,0,,0,FALSE,,,,
5692,1,1,15,0,,"0,1144675144",FALSE,,,,
5693,1,0,26,0,,"0,1984103584",FALSE,,,,
5695,1,0,8,0,,"0,06104934103",FALSE,,,,
5696,1,0,18,0,,"0,1373610173",FALSE,,,,
5698,1,0,44,0,,"0,3357713757",TRUE,,,,
5699,1,0,15,0,,"0,1144675144",FALSE,,,,
5700,1,0,27,0,,"0,206041526",FALSE,,,,
5702,1,1,2,0,,"0,01526233526",FALSE,,,,
5704,1,0,16,0,,"0,1220986821",FALSE,,,,
5709,1,0,35,0,,"0,267090867",FALSE,,,,
5711,1,0,24,0,,"0,1831480231",FALSE,,,,
5713,1,1,28,1,,"0,2584448159",FALSE,,,,
5715,1,1,41,0,,"0,3128778728",TRUE,,,,
5718,1,0,28,0,,"0,2136726936",FALSE,,,,
5719,1,0,18,0,,"0,1373610173",FALSE,,,,
5723,1,0,19,0,,"0,144992185",FALSE,,,,
5726,1,1,15,0,,"0,1144675144",FALSE,,,,
5728,1,0,23,0,,"0,1755168555",FALSE,,,,
5731,1,0,33,0,,"0,2518285318",FALSE,,,,
5732,1,1,26,0,,"0,1984103584",FALSE,,,,
5733,1,1,26,0,,"0,1984103584",FALSE,,,,
5734,1,1,18,0,,"0,1373610173",FALSE,,,,
5735,1,1,17,0,,"0,1297298497",FALSE,,,,
5736,1,0,39,0,,"0,2976155375",FALSE,,,,
5738,1,0,46,0,,"0,3510337109",TRUE,,,,
5739,1,0,32,0,,"0,2441973641",FALSE,,,,
5741,1,1,36,0,,"0,2747220347",FALSE,,,,
5742,1,1,28,0,,"0,2136726936",FALSE,,,,
5744,1,0,16,1,,"0,1668708044",FALSE,,,,
5745,1,1,7,0,,"0,0534181734",FALSE,,,,
5746,1,0,1,0,,"0,007631167629",FALSE,,,,
5747,1,1,30,0,,"0,2289350289",FALSE,,,,
5748,1,1,44,0,,"0,3357713757",TRUE,,,,
5749,1,1,28,0,,"0,2136726936",FALSE,,,,
5751,1,0,41,0,,"0,3128778728",TRUE,,,,
5752,1,0,13,0,,"0,09920517918",FALSE,,,,
5755,1,1,26,0,,"0,1984103584",FALSE,,,,
5758,1,1,27,0,,"0,206041526",FALSE,,,,
5760,1,1,54,0,,"0,412083052",TRUE,,,,
5761,1,0,18,0,,"0,1373610173",FALSE,,,,
5764,1,1,28,0,,"0,2136726936",FALSE,,,,
5765,1,0,57,0,,"0,4349765549",TRUE,,,,
5766,1,1,32,0,,"0,2441973641",FALSE,,,,
5768,1,1,21,0,,"0,1602545202",FALSE,,,,
5769,1,1,34,0,,"0,2594596994",FALSE,,,,
5770,1,0,33,0,,"0,2518285318",FALSE,,,,
5771,1,1,36,1,,"0,3194941569",TRUE,,,,
5777,1,0,13,0,,"0,09920517918",FALSE,,,,
5778,1,0,28,1,,"0,2584448159",FALSE,,,,
5780,1,0,36,0,,"0,2747220347",FALSE,,,,
5781,1,1,27,0,,"0,206041526",FALSE,,,,
5782,1,0,37,0,,"0,2823532023",FALSE,,,,
5783,1,1,50,0,,"0,3815583815",TRUE,,,,
5787,1,0,33,1,,"0,2966006541",FALSE,,,,
5788,1,1,46,0,,"0,3510337109",TRUE,,,,
5789,1,1,26,0,,"0,1984103584",FALSE,,,,
5792,1,0,2,0,,"0,01526233526",FALSE,,,,
5794,1,1,32,0,,"0,2441973641",FALSE,,,,
5795,1,1,3,0,,"0,02289350289",FALSE,,,,
5796,1,1,2,0,,"0,01526233526",FALSE,,,,
5797,1,0,6,0,,"0,04578700578",FALSE,,,,
5798,1,0,27,0,,"0,206041526",FALSE,,,,
5799,1,1,0,0,,0,FALSE,,,,
5800,1,1,4,0,,"0,03052467052",FALSE,,,,
5801,1,0,58,0,,"0,4426077225",TRUE,,,,
5802,1,1,22,0,,"0,1678856878",FALSE,,,,
5803,1,1,51,0,,"0,3891895491",TRUE,,,,
5804,1,1,37,0,,"0,2823532023",FALSE,,,,
5807,1,0,27,0,,"0,206041526",FALSE,,,,
5810,1,1,43,0,,"0,3281402081",TRUE,,,,
